game_id,player_a_id,player_b_id,player_c_id,player_d_id,team_ab_goals,team_cd_goals,entry_time_in_edt
135,1,NULL,13,NULL,10,8,2014-08-06 05:13:31
136,27,17,28,16,10,2,2014-08-06 22:15:47
137,28,16,27,17,10,6,2014-08-06 22:16:01
138,27,17,28,16,10,4,2014-08-06 22:16:10
139,29,22,17,16,10,4,2014-08-07 01:24:54
140,29,22,17,16,10,6,2014-08-07 01:24:58
141,27,15,17,16,10,6,2014-08-07 02:52:32
142,27,15,17,16,10,4,2014-08-07 02:52:38
143,27,15,17,16,10,3,2014-08-07 02:52:47
144,23,15,28,5,10,2,2014-08-07 06:02:18
145,28,5,23,15,10,7,2014-08-07 06:02:53
146,28,5,23,30,10,7,2014-08-07 06:10:55
147,17,16,29,22,10,9,2014-08-07 23:51:31
148,29,22,17,16,10,0,2014-08-07 23:51:36
149,17,16,29,22,10,7,2014-08-07 23:51:41
150,27,17,28,16,10,2,2014-08-08 01:46:07
151,30,17,28,15,10,2,2014-08-08 01:46:41
152,27,15,17,16,10,9,2014-08-08 01:46:59
153,16,22,28,30,10,8,2014-08-08 02:43:28
154,16,22,28,30,10,8,2014-08-08 02:43:40
155,28,29,17,16,10,6,2014-08-08 04:06:58
156,17,16,28,29,10,3,2014-08-08 04:07:08
157,17,16,28,29,10,9,2014-08-08 04:07:18
158,28,16,30,17,10,9,2014-08-11 00:52:23
159,28,16,30,17,10,6,2014-08-11 00:52:32
160,1,NULL,2,NULL,10,5,2014-08-11 01:15:34
161,17,16,19,25,10,8,2014-08-11 03:09:52
162,17,16,19,25,10,4,2014-08-11 03:10:07
163,19,16,28,17,10,4,2014-08-11 03:42:49
164,28,17,19,16,10,6,2014-08-11 03:43:03
165,19,16,28,17,10,7,2014-08-11 03:43:10
166,19,16,28,17,10,9,2014-08-11 03:43:13
167,12,21,5,15,10,5,2014-08-11 04:34:25
168,5,15,12,21,10,6,2014-08-11 04:34:40
169,5,15,12,21,10,7,2014-08-11 04:34:47
170,30,21,19,16,10,9,2014-08-11 05:20:36
171,19,16,30,21,10,6,2014-08-11 05:20:44
172,30,21,19,16,10,9,2014-08-11 05:20:57
173,23,13,5,4,10,5,2014-08-12 03:32:20
174,5,4,23,13,10,5,2014-08-12 03:33:04
175,5,4,23,13,10,9,2014-08-12 03:33:11
176,31,16,30,17,10,9,2014-08-12 03:42:36
177,30,17,31,16,10,2,2014-08-12 03:42:47
178,30,17,31,16,10,2,2014-08-12 03:43:03
179,4,21,25,5,10,6,2014-08-12 23:01:48
180,19,16,20,11,10,4,2014-08-12 23:17:04
181,19,16,20,11,10,9,2014-08-12 23:17:09
182,2,1,19,16,10,5,2014-08-13 01:02:26
183,10,2,19,16,10,4,2014-08-13 02:34:02
184,10,2,19,16,10,4,2014-08-13 02:34:10
185,10,2,19,16,10,8,2014-08-13 02:34:18
186,31,16,3,30,10,4,2014-08-13 03:13:14
187,3,30,31,16,10,4,2014-08-13 03:13:28
188,3,30,31,16,10,8,2014-08-13 03:13:42
189,23,5,15,21,10,5,2014-08-13 03:39:55
190,23,5,15,21,10,5,2014-08-13 03:39:59
191,10,15,8,9,10,6,2014-08-13 04:08:55
192,19,25,28,16,10,6,2014-08-13 04:28:35
193,19,25,28,16,10,1,2014-08-13 04:28:49
194,19,25,28,16,10,8,2014-08-13 04:28:52
195,5,NULL,10,NULL,10,9,2014-08-13 04:55:42
196,5,NULL,10,NULL,10,8,2014-08-13 04:55:47
197,13,NULL,1,NULL,10,8,2014-08-13 05:29:33
198,30,22,17,31,10,7,2014-08-13 23:52:45
199,17,31,30,22,10,7,2014-08-13 23:52:56
200,30,22,17,31,10,3,2014-08-13 23:53:11
201,17,16,30,31,10,4,2014-08-14 02:14:43
202,17,16,30,31,10,4,2014-08-14 02:14:52
203,17,31,30,16,10,8,2014-08-14 02:15:17
204,17,31,30,16,10,2,2014-08-14 02:15:31
205,16,22,30,17,10,2,2014-08-14 04:35:15
206,16,22,30,17,10,2,2014-08-14 04:35:23
207,2,NULL,3,NULL,10,4,2014-08-14 05:39:38
208,1,NULL,13,NULL,10,3,2014-08-18 00:48:38
209,1,NULL,13,NULL,10,6,2014-08-18 00:48:46
210,1,NULL,13,NULL,10,8,2014-08-18 00:48:53
211,16,22,19,17,10,7,2014-08-18 01:17:19
212,19,17,16,22,10,4,2014-08-18 01:17:25
213,16,22,19,17,10,8,2014-08-18 01:17:30
214,19,17,16,22,10,8,2014-08-18 02:53:33
215,19,17,16,22,10,8,2014-08-18 02:53:35
216,1,21,5,4,10,5,2014-08-18 04:11:14
217,5,4,1,21,10,6,2014-08-18 04:11:29
218,5,4,1,21,10,4,2014-08-18 04:11:36
219,12,21,1,16,10,8,2014-08-18 05:10:46
220,12,21,1,16,10,8,2014-08-18 05:10:54
221,1,NULL,6,NULL,10,6,2014-08-20 07:19:16
222,1,NULL,6,NULL,10,8,2014-08-20 07:19:21
223,1,NULL,13,NULL,10,4,2014-08-20 07:19:32
224,4,1,13,5,10,9,2014-08-20 07:20:15
225,4,1,13,5,10,5,2014-08-20 07:20:42
226,13,NULL,1,NULL,10,9,2014-08-20 07:20:57
227,9,22,3,19,10,7,2014-08-22 05:05:53
228,9,22,3,19,10,7,2014-08-22 05:05:59
229,32,NULL,13,NULL,10,9,2014-08-22 05:55:37
230,32,NULL,13,NULL,10,8,2014-08-22 05:55:47
231,13,NULL,32,NULL,10,8,2014-08-22 05:55:55
232,13,NULL,32,NULL,10,7,2014-08-22 05:56:01
233,19,17,15,21,10,7,2014-08-22 07:46:57
234,19,17,15,21,10,3,2014-08-22 07:47:06
235,13,12,21,22,10,7,2014-08-22 08:44:43
236,13,12,21,22,10,7,2014-08-22 08:44:47
237,13,NULL,1,NULL,10,5,2014-08-22 10:39:33
238,1,NULL,13,NULL,10,2,2014-08-22 10:39:43
239,1,NULL,6,NULL,10,8,2014-08-22 13:02:00
240,32,NULL,13,NULL,10,3,2014-08-25 04:57:48
241,32,NULL,13,NULL,10,5,2014-08-25 04:57:52
242,32,NULL,13,NULL,10,9,2014-08-25 04:57:55
243,35,1,13,2,10,3,2014-08-25 06:21:46
244,1,NULL,2,35,10,7,2014-08-25 07:14:29
245,1,NULL,2,NULL,10,7,2014-08-25 07:16:08
246,1,NULL,13,NULL,10,7,2014-08-25 07:16:18
247,13,NULL,32,NULL,10,7,2014-08-25 09:12:09
248,13,NULL,32,NULL,10,1,2014-08-25 09:12:14
249,32,NULL,13,NULL,10,6,2014-08-25 09:12:19
250,15,9,17,16,10,8,2014-08-25 09:37:50
251,17,16,15,9,10,6,2014-08-25 09:38:08
252,2,NULL,1,NULL,10,6,2014-08-26 03:41:38
253,13,NULL,32,NULL,10,1,2014-08-26 05:15:29
254,13,NULL,32,NULL,10,5,2014-08-26 05:15:33
255,2,1,13,32,10,6,2014-08-26 06:12:58
256,13,NULL,32,NULL,10,1,2014-08-26 07:07:18
257,32,NULL,13,NULL,10,6,2014-08-26 07:07:28
258,13,NULL,32,NULL,10,9,2014-08-26 07:07:38
259,1,NULL,2,NULL,10,7,2014-08-26 09:01:05
260,2,NULL,1,NULL,10,8,2014-08-26 09:01:13
261,13,5,3,25,10,9,2014-08-26 09:11:08
262,3,25,13,5,10,9,2014-08-26 09:11:41
263,13,5,3,25,10,9,2014-08-26 09:11:52
264,1,NULL,13,NULL,10,2,2014-08-26 10:38:05
265,1,NULL,13,NULL,10,3,2014-08-26 10:38:13
266,12,21,4,1,10,5,2014-08-26 10:57:13
267,12,21,4,1,10,3,2014-08-26 10:57:19
268,12,21,5,4,10,8,2014-08-26 12:22:07
269,12,21,5,4,10,9,2014-08-26 12:22:20
270,12,21,5,4,10,6,2014-08-26 12:22:31
271,19,16,15,17,10,4,2014-08-27 04:36:06
272,15,17,19,16,10,8,2014-08-27 04:36:41
273,19,16,15,17,10,6,2014-08-27 04:36:44
274,13,NULL,32,NULL,10,9,2014-08-27 05:50:21
275,13,NULL,32,NULL,10,6,2014-08-27 05:50:30
276,32,NULL,13,NULL,10,8,2014-08-27 05:50:36
277,13,2,3,37,10,8,2014-08-27 08:28:46
278,13,2,3,37,10,6,2014-08-27 08:30:10
279,3,1,13,36,10,3,2014-08-27 08:58:50
280,3,1,13,36,10,6,2014-08-27 08:58:59
281,3,13,36,1,10,7,2014-08-27 09:00:11
282,13,1,3,36,10,2,2014-08-27 09:00:44
283,19,16,21,20,10,9,2014-08-27 10:16:04
284,19,16,21,20,10,8,2014-08-27 10:16:10
285,6,5,3,12,10,4,2014-08-27 11:39:21
286,6,5,3,12,10,5,2014-08-27 11:39:28
287,19,16,21,20,10,5,2014-08-28 06:40:57
288,21,20,19,16,10,6,2014-08-28 06:41:04
289,19,16,21,20,10,8,2014-08-28 09:45:37
290,19,16,21,20,10,8,2014-08-28 09:45:40
291,29,17,19,16,10,7,2014-08-29 08:41:41
292,19,16,29,17,10,9,2014-08-29 08:41:48
293,19,16,29,17,10,9,2014-08-29 08:41:55
294,37,1,36,39,10,3,2014-08-29 08:56:33
295,37,1,36,39,10,4,2014-08-29 08:56:42
296,37,39,36,1,10,4,2014-08-29 08:57:15
297,13,NULL,32,NULL,10,5,2014-09-01 04:40:36
298,32,NULL,13,NULL,10,5,2014-09-01 04:40:51
299,32,NULL,13,NULL,10,5,2014-09-01 04:40:55
300,1,21,37,39,10,4,2014-09-01 05:49:52
301,37,39,1,21,10,9,2014-09-01 05:50:03
302,1,21,37,39,10,5,2014-09-01 05:50:18
303,27,17,19,16,10,9,2014-09-01 07:21:00
304,27,17,19,16,10,7,2014-09-01 07:21:05
305,37,12,13,21,10,5,2014-09-01 08:40:05
306,37,12,13,21,10,6,2014-09-01 08:40:18
307,13,21,37,12,10,8,2014-09-01 08:40:39
308,30,1,36,21,10,7,2014-09-01 11:39:59
309,30,1,36,21,10,7,2014-09-01 11:40:28
310,36,21,30,1,10,7,2014-09-01 11:40:37
311,2,NULL,10,13,10,8,2014-09-02 05:00:27
312,13,NULL,2,NULL,10,9,2014-09-02 05:07:47
313,30,1,2,31,10,3,2014-09-02 06:22:48
314,30,1,2,31,10,9,2014-09-02 07:42:44
315,1,31,2,30,10,5,2014-09-02 07:43:07
316,13,NULL,2,NULL,10,5,2014-09-02 07:51:56
317,13,NULL,2,NULL,10,8,2014-09-02 07:52:04
318,13,5,4,21,10,8,2014-09-02 08:51:41
319,13,5,4,21,10,3,2014-09-02 08:51:46
320,13,30,36,21,10,8,2014-09-02 10:15:29
321,13,30,36,21,10,4,2014-09-02 10:15:35
322,30,21,13,36,10,0,2014-09-02 10:15:51
323,32,NULL,13,NULL,10,9,2014-09-02 10:53:38
324,1,NULL,13,NULL,10,5,2014-09-02 12:02:16
325,41,38,37,39,10,7,2014-09-03 04:54:08
326,37,39,41,38,10,9,2014-09-03 04:54:31
327,37,39,41,38,10,2,2014-09-03 04:54:51
328,28,30,38,31,10,3,2014-09-03 06:54:05
329,28,17,20,11,10,6,2014-09-03 07:53:22
330,28,17,20,11,10,5,2014-09-03 07:53:30
331,28,17,20,11,10,5,2014-09-03 07:53:36
332,5,24,15,4,10,7,2014-09-03 08:16:21
333,5,24,15,4,10,3,2014-09-03 08:16:27
334,15,4,5,24,10,8,2014-09-03 08:16:35
335,3,31,13,30,10,8,2014-09-03 08:50:30
336,13,30,3,31,10,8,2014-09-03 08:50:50
337,3,31,13,30,10,9,2014-09-03 08:51:12
338,13,5,6,4,10,5,2014-09-03 10:16:25
339,6,4,13,5,10,9,2014-09-03 10:16:34
340,13,5,6,4,10,6,2014-09-03 10:16:53
341,27,42,15,17,10,5,2014-09-03 10:31:12
342,27,42,15,17,10,9,2014-09-03 10:31:33
343,15,17,27,42,10,6,2014-09-03 10:32:37
344,3,21,36,1,10,9,2014-09-03 11:29:40
345,3,21,36,1,10,4,2014-09-03 11:29:48
346,3,1,36,21,10,2,2014-09-03 11:30:09
347,2,30,9,31,10,5,2014-09-04 03:41:50
348,2,30,9,31,10,6,2014-09-04 03:41:59
349,13,1,5,24,10,6,2014-09-04 06:13:08
350,13,1,5,24,10,3,2014-09-04 06:13:13
351,2,9,20,11,10,4,2014-09-04 07:17:55
352,2,9,20,11,10,6,2014-09-04 07:18:05
353,19,30,28,17,10,8,2014-09-04 07:35:38
354,28,17,19,30,10,2,2014-09-04 07:35:44
355,37,39,41,38,10,8,2014-09-04 08:15:33
356,37,39,41,38,10,6,2014-09-04 08:15:49
357,2,NULL,20,NULL,10,3,2014-09-04 08:31:28
358,19,16,28,17,10,5,2014-09-04 10:21:55
359,19,16,28,17,10,8,2014-09-04 10:21:59
360,13,5,21,24,10,9,2014-09-04 10:53:28
361,13,5,21,24,10,8,2014-09-04 10:53:36
362,13,12,36,1,10,9,2014-09-04 11:31:00
363,41,37,36,39,10,5,2014-09-05 04:36:19
364,36,39,41,37,10,8,2014-09-05 04:36:30
365,36,39,41,37,10,8,2014-09-05 04:36:37
366,23,5,40,4,10,7,2014-09-05 05:54:40
367,23,5,40,4,10,3,2014-09-05 05:54:46
368,23,5,40,4,10,1,2014-09-05 05:54:50
369,19,16,17,20,10,6,2014-09-05 07:07:11
370,17,20,19,16,10,6,2014-09-05 07:07:17
371,36,39,41,37,10,9,2014-09-05 08:50:29
372,41,37,36,39,10,9,2014-09-05 08:50:35
373,41,37,36,39,10,5,2014-09-05 08:50:47
374,17,20,19,27,10,7,2014-09-05 09:09:44
375,19,27,17,20,10,5,2014-09-05 09:09:49
376,19,16,27,20,10,7,2014-09-05 09:10:25
377,19,16,27,20,10,3,2014-09-05 09:10:29
378,5,21,13,36,10,3,2014-09-05 09:46:36
379,13,21,36,5,10,3,2014-09-05 09:47:03
380,13,5,36,21,10,2,2014-09-05 09:47:47
381,13,5,23,24,10,8,2014-09-05 10:31:31
382,23,24,13,5,10,5,2014-09-05 10:31:38
383,13,5,23,24,10,8,2014-09-05 10:31:48
384,19,16,28,17,10,5,2014-09-05 10:47:41
385,19,16,28,17,10,3,2014-09-05 10:47:45
386,19,16,28,27,10,7,2014-09-05 10:47:55
387,19,16,28,27,10,8,2014-09-05 10:48:02
388,27,17,19,30,10,5,2014-09-08 04:23:53
389,19,30,27,17,10,9,2014-09-08 04:23:58
390,37,12,36,39,10,6,2014-09-08 05:35:08
391,36,39,37,12,10,8,2014-09-08 05:35:23
392,36,39,37,12,10,9,2014-09-08 05:35:29
393,28,17,19,27,10,8,2014-09-08 07:11:25
394,19,27,28,16,10,4,2014-09-08 08:48:31
395,19,27,28,16,10,2,2014-09-08 08:48:34
396,36,39,41,37,10,3,2014-09-08 09:10:58
397,41,37,36,39,10,6,2014-09-08 09:11:21
398,41,37,36,39,10,5,2014-09-08 09:11:29
399,41,37,36,39,10,9,2014-09-08 09:11:32
400,5,4,13,21,10,7,2014-09-08 09:46:50
401,13,21,5,4,10,7,2014-09-08 09:46:54
402,13,21,5,4,10,3,2014-09-08 09:46:59
403,2,16,19,30,10,4,2014-09-08 11:39:09
404,2,16,19,30,10,9,2014-09-08 11:39:20
405,19,30,28,2,10,4,2014-09-08 11:39:49
406,19,30,28,2,10,6,2014-09-08 11:39:59
407,41,38,36,39,10,9,2014-09-09 03:04:37
408,41,38,36,39,10,6,2014-09-09 03:04:51
409,41,38,36,39,10,7,2014-09-09 03:04:55
410,2,NULL,32,NULL,10,0,2014-09-09 05:23:05
411,32,NULL,2,NULL,10,9,2014-09-09 05:23:29
412,2,NULL,32,NULL,10,5,2014-09-09 05:23:49
413,2,NULL,32,NULL,10,2,2014-09-09 05:24:01
414,38,1,37,39,10,8,2014-09-09 06:07:46
415,38,1,37,39,10,9,2014-09-09 06:08:00
416,30,17,23,31,10,5,2014-09-09 06:55:57
417,30,17,23,31,10,2,2014-09-09 06:56:05
418,16,33,36,39,10,9,2014-09-09 07:17:08
419,16,33,36,39,10,7,2014-09-09 07:17:11
420,30,9,2,31,10,8,2014-09-09 08:39:19
421,2,31,30,9,10,7,2014-09-09 08:39:29
422,2,31,30,9,10,5,2014-09-09 08:39:36
423,13,37,36,39,10,6,2014-09-09 09:08:24
424,13,37,36,39,10,5,2014-09-09 09:08:29
425,36,39,13,37,10,9,2014-09-09 09:08:44
426,36,1,13,4,10,8,2014-09-09 10:07:41
427,13,4,36,30,10,9,2014-09-09 10:18:30
428,13,30,36,4,10,6,2014-09-09 10:18:41
429,5,4,13,21,10,7,2014-09-09 11:36:52
430,13,21,5,4,10,4,2014-09-09 11:36:57
431,13,21,5,4,10,4,2014-09-09 11:36:59
432,38,39,41,37,10,8,2014-09-10 03:16:45
433,38,39,41,37,10,7,2014-09-10 03:17:00
434,41,37,38,39,10,7,2014-09-10 03:17:08
435,30,9,2,31,10,4,2014-09-10 04:23:04
436,30,9,2,31,10,5,2014-09-10 04:23:19
437,28,27,17,16,10,7,2014-09-10 05:40:25
438,17,16,28,27,10,1,2014-09-10 05:40:39
439,2,NULL,32,NULL,10,2,2014-09-10 07:53:28
440,13,5,30,21,10,9,2014-09-10 09:36:18
441,13,5,30,21,10,7,2014-09-10 09:36:25
442,30,21,13,5,10,7,2014-09-10 09:36:36
443,32,NULL,2,NULL,10,8,2014-09-10 09:52:15
444,32,NULL,2,NULL,10,6,2014-09-10 09:52:26
445,44,27,41,21,10,4,2014-09-10 10:17:14
446,44,27,41,21,10,3,2014-09-10 10:17:23
447,5,4,13,30,10,1,2014-09-10 10:18:09
448,5,4,13,30,10,5,2014-09-10 10:18:17
449,38,39,41,37,10,1,2014-09-11 02:59:39
450,38,39,41,37,10,5,2014-09-11 02:59:47
451,38,39,41,37,10,5,2014-09-11 02:59:50
452,2,31,28,30,10,3,2014-09-11 04:52:38
453,2,31,28,30,10,6,2014-09-11 04:52:54
454,2,11,23,39,10,7,2014-09-11 06:24:23
455,23,39,2,11,10,2,2014-09-11 06:24:36
456,2,11,23,39,10,7,2014-09-11 06:24:55
457,5,12,13,37,10,4,2014-09-11 09:51:54
458,13,5,37,12,10,3,2014-09-11 09:52:13
459,13,5,37,12,10,9,2014-09-11 09:52:18
460,19,28,29,30,10,9,2014-09-11 10:28:55
461,29,30,19,28,10,9,2014-09-11 10:29:18
462,19,28,29,30,10,7,2014-09-11 10:29:33
463,37,39,41,44,10,8,2014-09-12 04:25:21
464,41,44,37,39,10,4,2014-09-12 04:25:47
465,37,39,41,44,10,8,2014-09-12 04:26:07
466,5,39,47,46,10,6,2014-09-12 05:23:31
467,5,39,47,46,10,7,2014-09-12 05:23:36
468,37,49,36,39,10,4,2014-09-12 07:53:16
469,37,49,36,39,10,7,2014-09-12 07:53:22
470,37,39,36,49,10,6,2014-09-12 07:55:11
471,37,39,36,49,10,4,2014-09-12 07:55:20
472,27,48,28,16,10,4,2014-09-12 08:19:20
473,28,16,27,48,10,3,2014-09-12 08:19:37
474,27,48,28,16,10,9,2014-09-12 08:19:50
475,37,12,41,39,10,8,2014-09-12 09:02:36
476,37,12,41,39,10,8,2014-09-12 09:02:38
477,37,12,41,39,10,8,2014-09-12 09:02:42
478,44,27,17,16,10,5,2014-09-12 10:07:31
479,44,27,17,16,10,4,2014-09-12 10:07:40
480,44,27,17,16,10,4,2014-09-12 10:07:47
481,12,1,36,5,10,5,2014-09-12 10:52:21
482,5,12,36,1,10,0,2014-09-12 10:52:50
483,5,1,36,12,10,8,2014-09-12 10:53:26
484,2,12,37,39,10,8,2014-09-15 04:59:36
485,2,12,37,39,10,9,2014-09-15 04:59:46
486,44,48,27,42,10,9,2014-09-15 05:35:47
487,44,48,27,42,10,7,2014-09-15 05:35:58
488,1,NULL,2,NULL,10,6,2014-09-15 06:43:01
489,1,NULL,2,NULL,10,4,2014-09-15 06:43:06
490,27,16,28,17,10,9,2014-09-15 07:18:34
491,28,17,27,16,10,9,2014-09-15 07:18:43
492,28,17,27,16,10,4,2014-09-15 07:18:50
493,27,42,44,48,10,2,2014-09-15 07:55:03
494,27,42,44,48,10,4,2014-09-15 07:55:11
495,2,20,9,32,10,8,2014-09-15 09:33:10
496,9,32,2,20,10,1,2014-09-15 09:33:37
497,9,32,2,20,10,9,2014-09-15 09:33:45
498,41,1,37,39,10,8,2014-09-16 02:56:06
